"id","key","message"
e65fe3f0-1fca-46a3-acc3-39be89fc6627,description,"A talent acquisition platform offering applicant tracking, candidate relationship management, and recruitment marketing capabilities. Training includes sourcing automation, candidate engagement, workflow customization, and analytics to enhance hiring outcomes and employer branding efforts."
"5c3610e2-efea-4f88-b5f4-861c6a3c01d7",description,"A testing framework integrated with Unity to create and run automated unit, integration, and play mode tests for game projects. Covers test scripting, assertions, test runners, continuous integration setup, and debugging to ensure game quality and stability throughout development."
"1e93afb4-e3b8-472b-92bd-b95aaa22538c",description,"Expertise in managing end-to-end retail supply chain processes including procurement, logistics, warehousing, and inventory control. Encompasses demand forecasting, replenishment planning, stock optimization, supplier relationship management, and distribution network design using retail-specific supply chain management systems and technologies to ensure product availability and cost efficiency."
"3633d778-3cf4-4f81-88ee-d1d903f81721",description,"Competence in overseeing daily retail operations to ensure efficiency, compliance, and customer satisfaction. Covers store operations, workforce scheduling, vendor coordination, loss prevention, facilities management, operational performance monitoring, process improvement, and operational risk management aligned with retail standards and policies."
bb2e02a2-c080-4e53-99a4-890c38a6e3b3,description,"DISCO is a cloud-based e-discovery software platform that streamlines the litigation process by providing tools for data processing, document review, and case management. It emphasizes ease of use, scalability, and integration with legal workflows to support efficient dispute resolution."
"38562812-43a3-4c90-b8b0-404698d1fa27",description,"A flexible customer data platform and CRM extension built on the Zendesk platform that enables customer success teams to unify customer profiles, automate workflows, and deliver personalized experiences. It supports onboarding, adoption, and retention efforts through data-driven insights and integrations."
"9feb9339-e0ec-4b41-8dd8-08fca867ca92",description,"Performing activities related to bug fixing, performance tuning, refactoring, and updating software post-deployment. Involves managing technical debt and ensuring software reliability and usability over time."
"370a7265-fca7-4927-a598-793a1f6a6c16",description,"An integrated marketing automation and CRM platform designed for email marketing, customer experience automation, and sales automation. Training covers campaign automation, segmentation, predictive sending, CRM integration, and analytics to help marketers automate workflows and personalize customer interactions effectively."
"2c35d95f-02b5-4f68-ba4f-102007c0efce",description,"A comprehensive recruitment platform that enables organizations to source, engage, and manage candidates through advanced search, job postings, and employer branding tools. Training covers candidate pipeline management, recruitment marketing, analytics, and integration with applicant tracking systems to optimize hiring outcomes."
"8bbecb2c-43d3-435a-be23-d7f90f01fd4d",description,"SAP Asset Accounting (FI-AA) is a comprehensive module within the SAP ERP suite designed for managing the entire lifecycle of fixed assets. It covers asset acquisition, capitalization, depreciation calculation, asset transfers, retirements, and reconciliation with the general ledger to ensure compliance with accounting standards and accurate financial reporting."
"2f10d356-a00e-4750-9abb-aab8c1a412ff",description,"Selecting, implementing, and managing marketing technology stacks to automate and optimize marketing processes. This includes marketing automation platforms, email marketing tools, customer data platforms (CDPs), and integration with CRM and analytics systems."
f5647a45-7f5e-40dc-9410-348e6710a6e4,description,"A Microsoft platform for building modern, touch-enabled, and responsive Windows applications using XAML for UI definitions. Course tracks include adaptive layouts, controls, data binding, resource management, and deployment across Windows 10+ devices, enabling developers to create scalable and performant apps with a unified codebase."
"3487b1a1-4956-4fb4-be48-ec88fa30fe51",description,"Manages interactions with regulatory agencies including submissions, approvals, and ongoing compliance reporting. Includes tracking regulatory developments, preparing documentation, and ensuring timely responses to regulatory inquiries."
"6dba5f40-0126-46a3-a220-09dab68dd77a",description,"A programming language and environment specifically designed for statistical computing and graphics. It supports a wide range of statistical techniques including hypothesis testing, regression, time series analysis, and multivariate analysis. Training covers data manipulation, statistical modeling, visualization, and package management to enable comprehensive data-driven decision-making."
b9a62e82-7dcf-483c-b487-0e3c748a757f,description,"A comprehensive data and analytics platform specializing in consumer, retail, and shopper insights to inform pricing and promotional strategies. It enables competitive pricing analysis, promotional effectiveness measurement, and demand forecasting. Training includes data modeling, dashboard use, and scenario planning to drive profitable pricing decisions and promotional campaign execution."
af74077a-a6b5-421a-adab-01cf76506c04,description,"The ability to systematically identify workplace hazards, evaluate associated risks, and determine appropriate control measures to protect retail employees and customers. This includes conducting safety audits, risk analyses, and hazard reporting, covering physical, chemical, biological, and ergonomic risks, and applying risk prioritization techniques. Sub-competencies include hazard recognition, risk evaluation, and control implementation, supporting compliance and emergency preparedness in retail environments."
"07420d1d-3d1c-4a20-a0be-df11eb61aaed",description,"The capability to design and promote safe work practices that prevent musculoskeletal injuries among retail workers. This includes ergonomic assessment of workstations, proper lifting techniques, use of assistive devices, and training on posture and movement. Sub-competencies involve ergonomic evaluation, injury prevention strategies, and employee education on body mechanics."
bb7da1c9-cbc9-40b4-966b-3b0b47c1f35e,description,"An enterprise content management system (CMS) and digital experience platform that enables retailers to create, manage, and deliver personalized content across channels. Training includes site authoring, digital asset management, workflow automation, and integration with marketing clouds to enhance customer experience and streamline marketing operations."
"70ee8ee0-ea32-4f87-811d-6d86112c0de8",description,"A comprehensive collection of graphic design, video editing, and web development applications including Photoshop, Illustrator, and Premiere Pro. Covers brand asset creation, visual storytelling, campaign design, and multimedia content production to support brand positioning and marketing initiatives in retail environments."
dbd99dd4-903a-48fd-b273-befa0e7618b5,description,"A security orchestration, automation, and response (SOAR) platform that automates incident response processes including detection, investigation, remediation, and compliance reporting. It integrates with multiple security tools to streamline breach response and regulatory communication workflows."
"3d4dcdf6-2a9d-4280-ba21-aed2c94725b8",description,"Oracle Fixed Assets is a key component of the Oracle E-Business Suite and Oracle ERP Cloud that manages fixed asset lifecycle processes including asset creation, depreciation, revaluation, transfers, disposals, and reporting. It supports compliance with accounting standards and integrates with financial modules to provide accurate asset register reconciliation and capital expenditure control."
"7cc8a59a-a9b0-4720-8e9c-52c24ee9b921",description,"Covers knowledge and application of advanced mathematical concepts, including theory, problem solving, and assessment, foundational for data science and AI but not represented in the provided skill families."
b15bf175-c8ef-4ca4-bf69-fe094f2ff740,description,"Cloud Operational Efficiency focuses on cloud automation and IT operations, which is a different domain from digital communication and collaboration techniques within transformation teams."
f5aa75e1-9817-40ac-8280-9039f9565a9d,description,"A unified communication and collaboration platform that integrates chat, video meetings, file storage, and application integration to support QA teams in coordinating activities, sharing knowledge, and participating in agile ceremonies. It enables seamless interaction between QA, development, and stakeholders, fostering transparency and timely communication critical for quality assurance success."
bc019469-5d7c-4202-8762-b0f6c82ac5b1,description,"Covers skills related to configuring and managing Windows OS settings and peripheral devices such as mouse, keyboard, and input devices."
b8cb94c8-096a-47ac-bc59-16bb016cd0fc,description,"A cloud-based analytics platform that provides data visualization, enterprise reporting, and augmented analytics capabilities to support strategic decision-making and scenario planning. Training covers data preparation, visualization, machine learning integration, and collaboration features to help organizations align actions with business objectives."
"224549df-826c-4d84-9ff8-b2736ee71a76",description,"Expertise in implementing strategies to minimize slip, trip, and fall incidents within retail environments. This involves identifying hazards related to flooring, spills, clutter, and lighting; enforcing housekeeping protocols; deploying warning signage; and training employees on situational awareness. Sub-skills include hazard detection, control measures, and safety communication to ensure safe movement of customers and staff."
ff43feab-7aa6-40f4-9a68-7c9eb5b627ff,description,"A comprehensive development framework for Ethereum-based decentralized applications that provides smart contract compilation, deployment, testing, and scripting capabilities. Covers project scaffolding, automated testing, network management, and integration with Ethereum clients to streamline the DApp development lifecycle."
b1a67be1-86cb-4d2b-9434-157b13567c3c,description,"The ability to apply foundational educational theories, learning models, and instructional strategies to design and adapt teaching methods that engage diverse learners and enhance knowledge retention. This includes cognitive development, differentiated instruction, constructivist approaches, and active learning techniques, supporting effective classroom management and subject matter expertise."
"22099452-12db-440c-9e89-c8d85ee333ee",description,"Skills related to Apache Cassandra, a distributed NoSQL database system, including data modeling, cluster management, replication, and query optimization in NoSQL environments."
"8404f937-7633-4b99-b3d9-3fac0e9e7352",description,"A server role in Windows Server that provides Domain Name System (DNS) services for name resolution within networks. Training includes DNS zone configuration, forwarders, conditional forwarding, DNSSEC, troubleshooting, and integration with Active Directory to ensure reliable and secure name resolution services critical for network infrastructure management."
cc385053-d1e0-4f9f-8526-0fbf9f068ed7,description,"Designing and implementing land use strategies that balance environmental, economic, and social objectives. This includes spatial analysis, land capability assessment, zoning, environmental impact assessment, and stakeholder engagement. Utilization of GIS tools and planning frameworks supports sustainable agriculture, forestry, and conservation."
edf6bd74-5fea-4a46-a6b3-42b2a10e9b99,description,"A widely used open-source web server software that provides HTTP services for hosting websites and web applications. Training covers installation, configuration of virtual hosts, modules, security hardening, performance tuning, and integration with directory services and network infrastructure to deploy and manage HTTP server roles effectively."
ebe446ea-7962-423e-b866-ef48c18d3268,description,"A comprehensive online advertising platform by Google that enables professionals to create, manage, and optimize pay-per-click (PPC) campaigns across search, display, video, and app channels. Training covers campaign setup, keyword research, bidding strategies, audience targeting, ad formats, conversion tracking, and performance analytics to drive effective digital advertising strategies."
"8b73411e-c570-424c-b29a-faded9f45e1b",description,"Supply chain risk management software specializing in supplier risk monitoring, disruption alerts, and risk analytics to help organizations proactively manage supply continuity risks. It offers multi-tier supplier mapping, event monitoring, and scenario planning to support contingency strategies and enhance supply chain resilience against geopolitical, natural disaster, and compliance risks."
"5ee9a925-be51-4c84-890c-639ec9ed7143",description,"PerfView is a performance-analysis tool primarily for .NET applications that enables profiling CPU usage, memory allocation, and garbage collection. It supports detailed event tracing and visualization to help developers identify bottlenecks and optimize runtime performance. Training covers data collection, trace analysis, and interpreting performance metrics to improve application responsiveness and resource efficiency."
ec197f0f-37d3-417f-9b6a-42e13757199c,description,"Proficiency in operating, programming, and controlling agricultural machinery and equipment through hydraulic, pneumatic, and electronic control systems. This competency covers automation technologies, user interface operation, machine calibration, control system troubleshooting, and operator training to ensure safe and efficient equipment use across diverse agricultural environments."
ada05377-66e8-4565-b346-7c7c4573a78e,description,"A commercial distribution of Apache Cassandra that extends its capabilities with advanced security, analytics, search, and graph database features. Training includes installation, configuration, management of multi-datacenter clusters, integration with Apache Spark for analytics, and enterprise-grade security and monitoring tools."
"55ed4d17-298b-4ae1-8d39-5b911ce32545",description,"Digital Healthcare Technologies covers a broader range of digital health tools and impacts beyond the specific architecture, implementation, and management of telemedicine systems, thus it is a different domain and not a proper part of the Telemedicine Systems Design and Management family."
"7c95030e-dd6a-4420-a095-4636ab0ed113",description,"Automates deployment and management of cloud resources using Infrastructure as Code (IaC) tools like Terraform, AWS CloudFormation, and Ansible. Includes scripting, configuration management, and continuous infrastructure delivery to ensure repeatability, consistency, and operational efficiency."
"6b2d1f19-9174-4a81-b72a-750cd6d5ff80",description,"Covers skills related to installing, updating, and managing mobile applications on devices such as iOS and Android, including app store navigation, app lifecycle management, and device app configuration."
"8a9d53e4-904f-43b5-b493-0ec7acb8a7c1",description,"The ability to continuously monitor and evaluate environmental parameters to minimize the ecological footprint of extraction activities. This includes sampling and analysis of air, water, soil, and biodiversity indicators, as well as conducting Environmental Impact Assessments (EIA) and Environmental Site Assessments (ESA). Professionals utilize specialized equipment and software for data collection and reporting to ensure compliance with environmental permits and standards, supporting sustainable operations."
"1848ae28-6053-4ae7-beee-3fb49b3c43be",description,"Applying Artificial Intelligence and Machine Learning techniques to optimize processes, enhance decision-making, and enable predictive analytics. This includes model selection, training, validation, deployment, and monitoring, with knowledge of AI concepts, supervised and unsupervised learning, natural language processing, and use of AI platforms and tools, closely linked with data analytics and automation competencies."
df2a313f-bcb0-4edf-a2c3-f6617bdf29f7,description,"The application of effective communication strategies to engage internal and external stakeholders in workforce services. This includes employee communication, employer liaison, negotiation, presentation, and conflict management to facilitate clear, transparent, and timely information exchange supporting workforce alignment and satisfaction."
"09b69eb0-ecdd-40a5-9610-fbab5a7c0a3d",description,"Covers managing Microsoft 365 and Office applications using Active Directory and Group Policy Objects in hybrid environments, including policy configuration, deployment, and administration of endpoint management tools like Microsoft Intune."
"58dc83e2-55b5-4d14-a279-5b782d7255c2",description,"Specialized software tools such as Extedo eCTDmanager that facilitate the creation, validation, and submission of electronic regulatory dossiers in the eCTD format. These tools support regulatory affairs professionals in compiling, managing, and submitting regulatory documents in compliance with global electronic submission standards."
"06c36f9e-f7ac-4287-859c-b0b33ac92067",description,"A specialized microwave circuit design software that provides tools for schematic capture, circuit simulation, and layout tailored to microwave and RF engineers. It supports linear and nonlinear circuit analysis, electromagnetic simulation, and optimization workflows critical for designing microwave devices and components."
b34f4a6d-ab59-47ed-adfb-9be46b97e772,description,"Expertise in formulating, solving, and analyzing ordinary and partial differential equations to understand and predict system behaviors over time and space."
"1ef8c1af-1808-4cbe-817a-1b4f983d879e",description,"Covers skills related to identifying, understanding, and managing network hardware devices, including routers, switches, and their components, focusing on operational roles and troubleshooting in network environments."
"85e10d77-ece3-4907-a5fb-cfe314ff7db4",description,"This competency encompasses comprehensive knowledge and skills related to the selection, configuration, and integration of hardware devices and software platforms used in extended reality (XR) technologies, including virtual reality (VR), augmented reality (AR), and mixed reality (MR). It covers understanding various XR equipment types, platform capabilities, compatibility considerations, and performance optimization to enable immersive and effective XR experiences across mobile and high-powered systems."
"11ff7c6c-0333-42e9-b9b7-12d8d1459ebb",description,"A package manager for Kubernetes that simplifies the deployment and management of applications on Kubernetes clusters. Covers chart creation, templating, versioning, release management, rollback, and repository usage to enable repeatable and manageable software releases in containerized environments."
a16502b8-75f3-43a4-aef6-29fcf6a2af5e,description,"A comprehensive financial software platform providing real-time market data, news, analytics, and trading tools. It enables professionals to perform economic and industry analysis, monitor regulatory changes, and assess competitive forces to inform strategic business decisions and investment strategies."
"8febe43c-810a-478c-bc89-758a065e9260",description,"A high-performance, open-source RPC framework that uses Protocol Buffers for efficient serialization and supports multiple languages for building scalable, low-latency APIs. Training includes service definition, client and server implementation, streaming, authentication, and performance tuning for robust API communication."
ebc81ef7-fb6d-47b8-8f3f-be21b6d88175,description,"Skill in effective communication and collaboration with affected communities, regulatory bodies, and other stakeholders during remediation projects. This includes public consultation, conflict resolution, information dissemination, transparency, preparation of communication materials, conducting meetings, and managing stakeholder expectations to build trust and facilitate successful remediation outcomes."
"926aaa4e-1412-434c-8918-cd0bb3b8031a",description,"Expertise in using artificial intelligence and machine learning-powered project management software to improve planning, scheduling, risk assessment, and decision-making in construction projects. This includes configuring AI tools for predictive analytics, resource optimization, automated progress tracking, and issue detection, with an understanding of AI model limitations, data requirements, and integration with traditional project management methods."
de0a5bbe-ec55-42b3-b523-056cb51ff89f,description,"COPASI is a software application for simulation and analysis of biochemical networks and their dynamics, supporting deterministic and stochastic modeling of systems described by differential equations. It enables pharmaceutical researchers to model complex biological processes such as antimicrobial resistance, perform parameter estimation, sensitivity analysis, and time-course simulations with a user-friendly interface and scripting capabilities."
"422846c5-4d66-4474-b5c4-55d2add953e8",description,"Microsoft’s cloud-based suite for DevOps including pipelines for continuous integration and delivery, test plans for manual and automated testing, and artifact repositories. Covers pipeline creation, test orchestration, build monitoring, and collaboration features to ensure quality and rapid delivery in software projects."
f9e262d5-dffd-45e0-b2f6-be0c72089aea,description,"Qt is a comprehensive C++ framework for developing cross-platform embedded applications with graphical user interfaces and hardware integration. Training covers widgets, event-driven programming, signals and slots, multithreading, and deployment on embedded Linux and RTOS platforms, enabling rich embedded UI development."
"64a2947f-84a3-4b5b-a17d-2c79681973d1",description,"Covers skills related to installing, configuring, and managing Linux operating systems on physical, virtual, and cloud environments, including file system navigation and server deployment."
a0e1225f-58f5-4d38-8ece-e29b447bfdf2,description,"Capability to conduct comprehensive assessments of environmental impacts across all stages of a building’s lifecycle, from raw material extraction to demolition. Skills include using lifecycle assessment software such as SimaPro and GaBi, carbon footprint calculation, embodied energy analysis, and interpreting results to guide sustainable design and construction decisions."
b624cf43-ed09-43ee-8f01-1587d5bfc9b2,description,"An open-source game engine designed for creating both 2D and 3D games with a focus on flexible game design and player experience. Includes scene system, scripting with GDScript and C#, animation tools, and physics simulation, enabling developers to build balanced and engaging games with a modular and extensible architecture."
"8b195934-83e8-4495-b0b7-a11965939d81",description,"Skills in identifying, applying for, and managing all necessary permits and licenses required for construction projects, including building permits, environmental permits, safety certifications, and occupancy approvals. This competency covers preparing documentation, liaising with regulatory bodies, tracking permit statuses, and ensuring timely renewals or amendments."
e4c9af90-3e16-4786-b333-21d05db97b6c,description,"The expertise to systematically identify and analyze the needs, preferences, and challenges of diverse community groups. It involves survey design, focus groups, demographic analysis, and social research techniques to inform service planning and prioritization."
"537ece38-b43d-4d0e-a81d-136fed58e82c",description,"The skill to plan and conduct systematic audits evaluating compliance with health, safety, and environmental policies, procedures, and regulatory requirements. This includes audit methodology, checklist development, evidence gathering, and reporting. Professionals identify gaps, recommend improvements, and track corrective actions to support continuous improvement, risk mitigation, and verification of effective HSE management systems."
"79ea1c2f-a70f-4952-a78a-6a2f7f0e343e",description,"Designing, developing, and deploying automation solutions to streamline repetitive and manual tasks using Robotic Process Automation tools and scripting. Key activities include process mapping, bot development, workflow automation, and monitoring, utilizing platforms such as UiPath, Automation Anywhere, and Blue Prism to improve operational efficiency and reduce errors."
a6714215-4993-4381-90c5-2ca474e67994,description,"Skills related to using and managing communication and collaboration platforms such as Cisco Jabber, WebEx, and similar tools for conferencing, messaging, and calendar integration."
b636e871-2731-42f6-a817-f460b3e0877c,description,"A privacy, security, and third-party risk management software platform that helps organizations comply with global regulations like GDPR, CCPA, HIPAA, and PCI-DSS. It offers modules for data mapping, consent management, risk assessments, and audit reporting, enabling enterprises to operationalize privacy and compliance programs effectively."
f282bfb0-51ad-4989-bdec-d096aaf91289,description,"Designing and optimizing customer interactions and touchpoints to enhance overall experience. Involves mapping customer journeys, identifying pain points, and collaborating with cross-functional teams to implement improvements."
e669cf00-e026-41ee-b63e-19421b70e301,description,"Skills related to managing, navigating, and operating Linux file systems and commands for system administration tasks."
"5e5b10e0-5025-4b0f-8589-572bca48d8a7",description,"The ability to design and engineer agricultural equipment and machinery by applying mechanical design principles, structural analysis, material selection, prototyping, and CAD modeling. This competency includes mechanical systems design, component specification, and subsystem integration to develop efficient, durable, and innovative machinery tailored for agriculture, forestry, and fishing, ensuring compliance with industry standards and operational requirements."
f66bbace-3fdd-4ece-be8a-e1bd29e4f57d,description,"Rapid Application Development (RAD) is a distinct software development methodology different from Agile practices like Scrum and Kanban, and thus does not fall under the Agile Software Development Practices family."
adad768b-787c-48b4-b5ad-e8f21186d308,description,"Covers knowledge and skills related to Linux operating systems, distributions, installation, configuration, and file system management for personal and enterprise use."
"327bed34-be12-4fbb-8a2b-213b766c63e4",description,"A comprehensive API development and testing tool that enables professionals to design, test, document, and monitor RESTful APIs and third-party service integrations. Training covers request building, environment management, automated testing, collection runs, and collaboration features to streamline API consumption and integration workflows."
"961bfd1e-b536-41d3-bcc9-d100fef0eb55",description,"Covers identification, description, planning, and deployment of various server roles including DNS, DHCP, NTP, HTTP, and Directory Services servers, focusing on physical and virtual server management and licensing requirements."
"7ce4d5c3-986d-46ba-be4a-4148f2c76bff",description,"A partner relationship management software focused on simplifying partner recruitment, deal registration, lead management, and performance reporting. It provides tools for partner portal customization, pipeline visibility, and joint business planning to enhance channel sales productivity and partner collaboration."
"3de94190-9540-405a-a859-1cc944704cbf",description,"Performs operational security tasks including continuous monitoring, threat hunting, patch management, and incident response specific to cloud infrastructure. Ensures proactive defense and rapid mitigation of security threats in cloud environments."
cf17aa1e-0604-4f86-a937-c16edb864b54,description,"Deploying, configuring, and managing technology systems that support transportation operations and fleet management. This includes Transportation Management Systems (TMS), telematics, GPS tracking, electronic logging devices (ELD), and fleet management software. Professionals integrate systems, troubleshoot technical issues, and train users to enable data-driven and automated operational processes."
c3811a51-d10b-4f5a-9a66-a532b4e3debf,description,"Understanding of the scientific principles governing chemical behavior, fate, and transport of contaminants in the environment, along with their toxicological effects on humans and ecosystems. This competency includes knowledge of chemical interactions, degradation pathways, bioaccumulation, dose-response relationships, supporting contamination analysis, risk assessment, and remediation technology selection."
cc3e2ce6-1fb9-4a7a-b393-0f463559d0aa,description,"A real-time messaging and collaboration tool that supports QA teams in communicating effectively with developers, product owners, and stakeholders. It offers channels, direct messaging, file sharing, and integration with testing and project management tools to enable rapid issue resolution, agile ceremony participation, and continuous knowledge sharing to support quality assurance goals."
"28d9148e-3f02-439d-8d3a-8af4431acbdc",description,"Project management software designed to support agile methodologies, issue tracking, sprint planning, and team collaboration. Covers backlog grooming, task assignment, progress tracking, reporting, and integration with development tools to help AI teams plan, monitor, and deliver AI solutions aligned with business objectives."
"42157b10-74bd-4319-9e43-4247c83d8abe",description,"Open-source software for creating experiments in behavioral sciences and psychology, enabling design, presentation, and data collection for cognitive and neuropsychological studies. Covers experiment scripting, stimulus presentation, response recording, and integration with hardware for precise timing and control."
e21cd77f-5c09-487e-a746-e45ee2a22e35,description,"OpenFace is an open-source tool for facial behavior analysis, including facial landmark detection, head pose estimation, eye-gaze tracking, and facial action unit recognition. It supports emotion measurement by quantifying facial expressions and micro-expressions from video inputs. Training includes installation, data preprocessing, model usage, and integration for emotion analytics in research and applied settings."
"5a3e4f31-0683-4bd7-acb3-c6a933e0dfd6",description,"A collaborative interface design and prototyping software widely used for creating wireframes, mockups, and interactive prototypes. Training covers vector graphics, component libraries, prototyping interactions, design systems, and real-time collaboration features to enable teams to design user-centric interfaces efficiently."
"0c76587a-71eb-4673-b83e-01eb10dc7b79",description,"Covers skills related to managing and using communication tools such as voice calls, instant messaging, call forwarding, and collaboration platforms like Cisco Jabber to facilitate effective business communication."
d90ecac0-d314-4946-89ac-df1368321202,description,"Expertise in planning and conducting testing processes to evaluate agricultural equipment performance, durability, and safety. This includes prototype testing, field trials, quality control procedures, compliance verification, data collection and analysis, and reporting to ensure machinery meets design specifications and regulatory requirements prior to deployment."
f0d73ed1-09e7-4c62-bb3f-221b07b73233,description,"The ability to apply biological and ecological principles to manage aquatic organisms in aquaculture and fisheries. This includes species identification, life cycle analysis, breeding biology, genetics, and population dynamics. Professionals assess species health, growth, and reproduction to optimize cultivation and sustainable harvesting, integrating sub-skills such as species health assessment and population monitoring."
d3404b72-d87f-4bb3-9f5d-a44337baa149,description,"Proficiency in Microsoft Excel for data manipulation, analysis, and visualization. This includes use of formulas, pivot tables, Power Query, and data modeling features to support performance measurement and reporting tasks."
"19e4a236-20b3-45fd-9096-83e322ce8c77",description,"Noldus FaceReader is a commercial software product for automatic facial expression analysis and emotion recognition. It offers comprehensive emotion measurement capabilities including classification of basic emotions, valence, arousal, and gaze direction from video recordings. Training programs cover software operation, experiment design, data interpretation, and integration with physiological sensors for holistic emotion analysis."
"3a9f2f40-e723-40ba-8522-8083d30ef70f",description,"Maintains deep knowledge of major cloud providers including AWS, Microsoft Azure, and Google Cloud Platform. Understands platform-specific features, limitations, and best practices for effective cloud infrastructure management."
fa4aaba3-3372-454b-bbab-f7fe8336456c,description,"An open-source DHCP server software that automates IP address assignment and network configuration for clients in IP networks. Training covers installation, configuration of DHCP scopes, leases, reservations, options, failover, and integration with DNS to provide dynamic network address management in physical and virtual server environments."
"152b90a4-3ca7-4f58-9bb3-ec24077b9433",description,"Covers core Hadoop components and frameworks for storing, processing, and analyzing large-scale data including HDFS, YARN, MapReduce, Hive, HBase, Spark, and related tools for big data processing and analytics."
"847d4fe8-1e54-499e-809a-0c98fd167aa6",description,"Expertise in managing controlled reproduction and early life stages of aquatic species. This covers broodstock selection, spawning induction, larval rearing, nursery management, and genetic improvement techniques. Professionals oversee hatchery environments, feeding protocols, and disease prevention to maximize juvenile survival and growth rates."
"555c40d0-e986-4632-85de-0a6a88609b04",description,"A lightweight markup language widely used for creating formatted text using a plain-text editor. It supports writing software documentation, README files, and technical content with simple syntax for headings, lists, links, code blocks, and tables. Markdown is commonly integrated into documentation platforms and version control systems to facilitate clear, maintainable, and shareable technical writing."
ef0bf278-0f85-4bb0-b819-e6241ff3b094,description,"The Network Time Protocol (NTP) server role in Windows Server provides time synchronization services across networked devices. Training includes configuring time sources, time zone settings, security, and troubleshooting to ensure accurate and reliable timekeeping essential for server and network operations in physical and virtual environments."
ce1dba9c-8448-4160-827a-87f38b35ad21,description,"PMD is a source code analyzer that detects common programming flaws such as unused variables, empty catch blocks, and complex expressions in Java and other languages. It supports customizable rule sets and integrates with IDEs and CI pipelines to help developers identify potential bugs and improve code quality before deployment."
"919dd350-8761-498e-8211-57aa057de96f",description,"Manages virtualization platforms like VMware, Hyper-V, and KVM to create and maintain virtual machines, virtual networks, and storage virtualization. Optimizes resource utilization and supports cloud infrastructure deployment through effective virtualization management and configuration."
"3e314dd1-613c-48c9-8e0a-60f898d874ff",description,"Designing and implementing voice-based user interfaces, including principles of VUI, personality integration, and multi-modal interaction strategies to enhance user experience."
b91ca915-3d23-4164-83ba-a0f8ab18e532,description,"A Java specification for portlet development that defines a standard API for creating portlets compatible with enterprise portals. Training covers portlet lifecycle, inter-portlet communication, event handling, and integration with portal containers to enable modular, reusable portlet components that comply with JSR 286 standards for content integration."
"9e50d744-bfdd-4a37-8d2c-b1c90422d1d5",description,"SageMath is an open-source mathematics software system that integrates many existing open-source packages into a common interface for algebra, combinatorics, numerical mathematics, and symbolic computation. Course tracks cover discrete mathematics, graph theory, number theory, and algorithmic problem solving, providing a computational platform to explore and apply mathematical foundations in computing contexts."
